entityName,year,value
Philologe,1950,4187.0
Adel,1950,166.0
Chirurg,1950,1041.0
König,1950,6.0
Beamter,1950,238.0
Erfinder,1950,24.0
Naturwissenschaftler,1950,711.0
Kalligraph,1950,79.0
Psychologe,1950,4499.0
Astronom,1950,215.0
Künstler,1950,19126.0
Redner,1950,48.0
Kirchenhistoriker,1950,244.0
Priesterin,1950,13.0
Satiriker,1950,54.0
Pädagoge,1950,4109.0
Grammatiker,1950,1.0
Geograf,1950,2239.0
Ärztin,1950,29899.0
Chemiker,1950,12587.0
Jurist,1950,20644.0
Chemikerin,1950,4992.0
Gelehrter,1950,24.0
Fotograf,1950,13534.0
Malerin,1950,7101.0
Diplomat,1950,613.0
Übersetzer,1950,4017.0
Illustrator,1950,4016.0
Fleischer,1950,27.0
Bürgermeister,1950,495.0
Sportler,1950,739.0
Priester,1950,1369.0
Künstlerin,1950,12224.0
Hotelier,1950,54.0
Innere Medizin,1950,117.0
Buchdrucker,1950,18.0
Sänger,1950,4696.0
Rechtswissenschaft,1950,1168.0
Ernährung,1950,13.0
Musikwissenschaftlerin,1950,1453.0
Pferdezucht,1950,2.0
Elektrotechniker,1950,450.0
Kochbuch,1950,2.0
Unternehmer,1950,1406.0
Moderator,1950,757.0
Musiker,1950,21013.0
Entdecker,1950,2.0
Komponist,1950,15098.0
Märtyrer,1950,3.0
Schriftstellerin,1950,14750.0
Buchhändler,1950,387.0
Staatsanwalt,1950,174.0
Flötist,1950,270.0
Dozent,1950,3923.0
Kunstsammler,1950,352.0
Maler,1950,12123.0
Segelsportler,1950,36.0
Schönheitskönigin,1950,264.0
Handelslehrer,1950,79.0
Autor,1950,11068.0
Regierungschefin,1950,13.0
Schauspieler,1950,11084.0
Lyriker,1950,3505.0
Geistlicher,1950,390.0
Bildhauerin,1950,1870.0
Balafon,1950,1.0
Drucker,1950,82.0
Theologe,1950,7302.0
Goldschmiedin,1950,181.0
Zoologe,1950,391.0
Perkussionist,1950,135.0
Arrangeur,1950,622.0
Installationskünstler,1950,2063.0
Politikerin,1950,1417.0
Filmschauspielerin,1950,810.0
Lehrer,1950,3773.0
Unternehmensberater,1950,1920.0
Schauspielerin,1950,8029.0
Publizist,1950,2061.0
Opernsänger,1950,186.0
Kulturmanager,1950,154.0
Physiker,1950,13495.0
Gynäkologin,1950,347.0
Herausgeber,1950,1354.0
Bischof,1950,185.0
Militär,1950,37.0
General,1950,81.0
Soldat,1950,406.0
Missionar,1950,100.0
Alchemist,1950,1.0
Mönch,1950,175.0
Familie,1950,4.0
Patriarch,1950,2.0
Papst,1950,1.0
Kirchenmusiker,1950,449.0
Abt,1950,36.0
Katholikos,1950,1.0
Philologie,1950,78.0
Presbyter,1950,4.0
Archimandrit,1950,17.0
Erzbischof,1950,59.0
Nonne,1950,54.0
Hagiograf,1950,1.0
Königin,1950,3.0
Rechtsgelehrter,1950,13.0
Buddhist,1950,31.0
Herzogin,1950,12.0
Einsiedlerin,1950,2.0
Buddhismus,1950,33.0
Kronprinz,1950,1.0
Katholischer Theologe,1950,1396.0
Christlicher Schriftsteller,1950,1.0
Händler,1950,11.0
Religionsstifter,1950,1.0
Graf,1950,47.0
Apotheker,1950,1576.0
Ehefrau,1950,1.0
Kalif,1950,1.0
Goldschmied,1950,131.0
Finanzminister,1950,26.0
Herzog,1950,6.0
Einsiedler,1950,2.0
Prophet,1950,1.0
Äbtissin,1950,10.0
Kaufmann,1950,952.0
Pharmakologe,1950,190.0
Prinz,1950,10.0
Mathematiker,1950,7475.0
Koranrezitator,1950,1.0
Minister,1950,119.0
Amtsträger,1950,1.0
Gouverneur,1950,58.0
Kommentator,1950,20.0
Gründerin,1950,2.0
Mystiker,1950,9.0
Metropolit,1950,29.0
Chronist,1950,25.0
Imam,1950,29.0
Wallfahrerin,1950,1.0
Lexikograf,1950,51.0
Sufismus,1950,1.0
Astrologe,1950,68.0
Religiöser Führer,1950,12.0
Medizin,1950,1832.0
Fürst,1950,14.0
Biografin,1950,48.0
Fikh,1950,1.0
Linguist,1950,3102.0
Mystikerin,1950,1.0
Präfekt,1950,6.0
Islamwissenschaftler,1950,467.0
Weiblicher Adel,1950,3.0
Lyrikerin,1950,2135.0
Musikerin,1950,4994.0
Domkapitular,1950,17.0
Kanzler,1950,4.0
Genealoge,1950,173.0
Sufi,1950,4.0
Diakon,1950,120.0
Reisender,1950,43.0
Bibliothekar,1950,1157.0
Archivar,1950,1210.0
Markgraf,1950,1.0
Botaniker,1950,513.0
Selige,1950,1.0
Komponistin,1950,2339.0
Architekt,1950,5660.0
Kunsthandwerker,1950,99.0
Fürstin,1950,8.0
Choreografin,1950,271.0
Mäzen,1950,15.0
Pädagogin,1950,3964.0
Prediger,1950,57.0
Stifterin,1950,4.0
Widerstandskämpfer,1950,20.0
Friseur,1950,30.0
Balletttänzerin,1950,18.0
Gräfin,1950,24.0
Ritter,1950,1.0
Medizinhistoriker,1950,47.0
Talmudist,1950,1.0
Mäzenin,1950,7.0
Soziologe,1950,5391.0
Hebraist,1950,47.0
Landschaftsmaler,1950,4.0
Maschinenbauingenieur,1950,3359.0
Literaturwissenschaftlerin,1950,4407.0
Politologe,1950,9042.0
Philologin,1950,3560.0
Biologe,1950,9541.0
Verwaltungswirt,1950,241.0
Betriebswirt,1950,2886.0
Neurowissenschaftler,1950,227.0
Zahnarzt,1950,6572.0
Weltgeistlicher,1950,1.0
Konvertit,1950,1.0
Musikwissenschaftler,1950,3006.0
Journalist,1950,16423.0
Kardinal,1950,9.0
Prinzessin,1950,15.0
Prosaist,1950,398.0
Richter,1950,1029.0
Lama,1950,6.0
Gesandter,1950,1.0
Physiologe,1950,89.0
Tierarzt,1950,1175.0
Seliger,1950,2.0
Religionswissenschaftler,1950,932.0
Wirtschaftswissenschaftler,1950,11389.0
Berater,1950,576.0
Rebell,1950,1.0
Ordenspriester,1950,175.0
Statistiker,1950,385.0
Biochemiker,1950,1697.0
Baumeister,1950,16.0
Kanoniker,1950,3.0
Tänzerin,1950,503.0
Drehbuchautor,1950,6273.0
Lehrerin,1950,2835.0
Archidiakon,1950,2.0
Exeget,1950,54.0
Prior,1950,9.0
Ulema,1950,34.0
Filmschauspieler,1950,955.0
Stifter,1950,4.0
Englisch,1950,179.0
Rechtsanwältin,1950,1727.0
Herstellungsleiter,1950,20.0
Regierungsbeamter,1950,14.0
Schriftkünstler,1950,107.0
Tibetisch,1950,2.0
Zahnarzthelferin,1950,28.0
Konsul,1950,3.0
Leiterin,1950,17.0
Wissenschaftlicher Mitarbeiter,1950,1909.0
Assistenzärztin,1950,4756.0
Dompropst,1950,1.0
Kartograf,1950,95.0
Großmeister,1950,30.0
Notar,1950,280.0
Schreiber,1950,10.0
Dirigent,1950,2042.0
Scheich,1950,2.0
Theologin,1950,1637.0
Uhrmacher,1950,22.0
Freiherr,1950,51.0
Seherin,1950,3.0
Autorin,1950,8626.0
Generaloberer,1950,1.0
Bildhauer,1950,3304.0
Sultan,1950,1.0
Propst,1950,8.0
Militärmusiker,1950,8.0
Literaturwissenschaftler,1950,5806.0
Kanonist,1950,101.0
Fotografie,1950,123.0
Theologie,1950,596.0
Restaurator,1950,340.0
Zahnärztin,1950,6394.0
Ordensschwester,1950,97.0
Sekretär,1950,6.0
Kirchenrecht,1950,25.0
Hochschullehrer,1950,18185.0
Baron,1950,15.0
Laienbruder,1950,27.0
Literarische Gestalt,1950,1.0
Ingenieur,1950,11426.0
Wallfahrer,1950,3.0
Wissenschaftler,1950,472.0
Krieger,1950,1.0
Bibliograf,1950,29.0
Bibliophiler,1950,25.0
Krankenpfleger,1950,420.0
Revolutionär,1950,9.0
Samurai,1950,1.0
Geld,1950,3.0
Fiktive Gestalt,1950,5.0
Mufti,1950,4.0
Mechaniker,1950,64.0
Offizial,1950,4.0
Kämmerer,1950,6.0
Sammler,1950,124.0
Weihbischof,1950,26.0
Miniaturist,1950,3.0
Religionsphilosoph,1950,54.0
Rechtsmediziner,1950,39.0
Häuptling,1950,1.0
Taoismus,1950,8.0
Kryptologe,1950,8.0
Silberschmied,1950,36.0
Ratgeber,1950,2.0
Abenteurer,1950,20.0
Dame,1950,2.0
Vikar,1950,73.0
Erzieher,1950,147.0
Yogi,1950,11.0
Sängerin,1950,3623.0
Liederdichter,1950,17.0
Bäuerin,1950,34.0
Novizenmeister,1950,2.0
Pfarrer,1950,2290.0
Generalvikar,1950,16.0
Botschafter,1950,94.0
Weber,1950,8.0
Gutsherr,1950,2.0
Stadtschreiber,1950,2.0
Logiker,1950,13.0
Justizminister,1950,8.0
Buchmaler,1950,2.0
Landeshauptmann,1950,3.0
Admiral,1950,11.0
Handwerker,1950,29.0
Forschungsreisender,1950,6.0
Provinzial,1950,3.0
Oberhaupt,1950,1.0
Prälat,1950,16.0
Stadtrat,1950,29.0
Magister,1950,122.0
Mosaizist,1950,10.0
Ratsherr,1950,1.0
Muslim,1950,2.0
Woiwode,1950,1.0
Humanist,1950,4.0
Romancier,1950,237.0
Anatom,1950,27.0
Koch,1950,559.0
Dramatiker,1950,893.0
Stadtkämmerer,1950,14.0
Weibliche Geistliche,1950,3.0
Glasmaler,1950,22.0
Kommunalpolitiker,1950,377.0
Steinmetz,1950,74.0
Reiseschriftsteller,1950,97.0
Freiheitskämpfer,1950,14.0
Verwalter,1950,9.0
Glasmacher,1950,4.0
Superior,1950,4.0
Malerei,1950,168.0
Dekan,1950,51.0
Hauptmann,1950,8.0
Glockengießer,1950,3.0
Gerichtsschreiber,1950,10.0
Führer,1950,29.0
Arbeiter,1950,33.0
Barde,1950,4.0
Kastellan,1950,1.0
Bankier,1950,79.0
Doktor,1950,1983.0
Schneider,1950,7.0
Großgrundbesitzer,1950,1.0
Fechtmeister,1950,5.0
Augustiner,1950,3.0
Übersetzerin,1950,3622.0
Zimmerer,1950,60.0
Iranistik,1950,6.0
Buddhistin,1950,2.0
Polizeibeamter,1950,458.0
Papiermacher,1950,1.0
Rektor,1950,102.0
Priorin,1950,8.0
Seeräuber,1950,1.0
Hausfrau,1950,47.0
Domvikar,1950,12.0
Chorleiter,1950,508.0
Buchbinder,1950,48.0
Oberbefehlshaber,1950,1.0
Landwirt,1950,241.0
Privatier,1950,2.0
Holzschnitzer,1950,17.0
Landschreiber,1950,1.0
Meister,1950,3.0
Gastwirt,1950,112.0
Maurer,1950,37.0
Oberbürgermeister,1950,155.0
Angestellter,1950,90.0
Unternehmerin,1950,307.0
Abgeordneter,1950,796.0
Gerber,1950,2.0
Hofrat,1950,1.0
Zöllner,1950,2.0
Moraltheologe,1950,31.0
Neukonfuzianismus,1950,1.0
Gießer,1950,5.0
Mesner,1950,8.0
Amtsarzt,1950,1.0
Kauffrau,1950,541.0
Archäologe,1950,3019.0
Bankkaufmann,1950,594.0
Schlossherr,1950,1.0
Verleger,1950,1378.0
Holzbildhauer,1950,65.0
Kupferstecher,1950,5.0
Zeichner,1950,1519.0
Medailleur,1950,7.0
Lautenspieler,1950,71.0
Seefahrer,1950,5.0
Klassischer Philologe,1950,830.0
Tischler,1950,210.0
Organist,1950,1101.0
Schöffe,1950,2.0
Bauer,1950,23.0
Finanzbeamter,1950,28.0
Schmied,1950,46.0
Kapitän,1950,31.0
Hoher Beamter,1950,25.0
Gräzist,1950,80.0
Tänzer,1950,491.0
Oberst,1950,66.0
Derwisch,1950,1.0
Kunsthändler,1950,106.0
Bäcker,1950,55.0
Bildnismaler,1950,6.0
Orgelsachverständiger,1950,14.0
Töpfer,1950,14.0
Weibliche Bibliophile,1950,1.0
Kunsthandwerkerin,1950,116.0
Magistrat,1950,1.0
Kommandant,1950,12.0
Grafiker,1950,2835.0
Kunsthistoriker,1950,5097.0
Brauer und Mälzer,1950,27.0
Anthropologe,1950,1340.0
Teppichwirker,1950,1.0
Volksheld,1950,1.0
Finanzberater,1950,66.0
Petrologe,1950,21.0
Förster,1950,62.0
Verteidigungsminister,1950,19.0
Kommandeur,1950,5.0
Gelegenheitsarbeiter,1950,1.0
Kirchenmaler,1950,3.0
Tanzlehrer,1950,35.0
Glaskünstler,1950,120.0
Stempelmacher,1950,1.0
Landrat,1950,76.0
Korrektor,1950,24.0
Evangelischer Theologe,1950,700.0
Superintendent,1950,24.0
Kirchenlieddichter,1950,1.0
Gymnasiallehrer,1950,806.0
Holzschneider,1950,17.0
Orientalist,1950,292.0
Kantor,1950,170.0
Musikinstrumentenbauer,1950,98.0
Syndikusanwalt,1950,27.0
Büchsenmacher,1950,6.0
Humanistin,1950,3.0
Keramiker,1950,366.0
Generalsuperintendent,1950,1.0
Musikschriftsteller,1950,21.0
Orgelbauer,1950,57.0
Schuhmacher,1950,8.0
Radierer,1950,24.0
Gesellschafter,1950,15.0
Buchhalter,1950,43.0
Stadtratsmitglied,1950,33.0
Steuerbeamter,1950,3.0
Krimineller,1950,52.0
Stuckateur,1950,12.0
Musiklehrer,1950,1209.0
Naturphilosoph,1950,3.0
Schriftsetzer,1950,182.0
Steinschneider,1950,1.0
Ethnologe,1950,825.0
Selbstverleger,1950,3.0
Postbeamter,1950,16.0
Musikdrucker,1950,1.0
Rechtsbeistand,1950,1.0
Vorsitzender,1950,18.0
Waffenschmied,1950,1.0
Anglikanischer Theologe,1950,11.0
Regierungschef,1950,101.0
Leiter,1950,58.0
Komödiant,1950,36.0
Druckerin,1950,8.0
Reeder,1950,5.0
Prädikant,1950,2.0
Staatsrat,1950,6.0
Theaterschaffender,1950,44.0
Lateinlehrer,1950,14.0
Ästhetik,1950,28.0
Kupferstecherin,1950,1.0
Gefangener,1950,13.0
Chorknabe,1950,1.0
Lutheraner,1950,1.0
Kupferschmied,1950,2.0
Geologe,1950,1478.0
Liederdichterin,1950,4.0
Muse,1950,1.0
Gynäkologe,1950,320.0
Textilkünstler,1950,22.0
Seemann,1950,17.0
Cembalist,1950,190.0
Bergbau,1950,5.0
Romanist,1950,982.0
Sanskrit,1950,6.0
Graveur,1950,20.0
Volkskundler,1950,244.0
Kunsttischler,1950,8.0
Schachspieler,1950,119.0
Freiheitskämpferin,1950,1.0
Bläser,1950,1.0
Buchdruckerin,1950,1.0
Landammann,1950,3.0
Baronin,1950,2.0
Krämer,1950,2.0
Modellbauer,1950,27.0
Rabbi,1950,37.0
Politischer Berater,1950,23.0
Mineraloge,1950,196.0
Naturwissenschaftlerin,1950,329.0
Chronistin,1950,2.0
Funktionär,1950,79.0
Freifrau,1950,19.0
Feldscher,1950,1.0
Glas- und Kerammaler,1950,2.0
Holzblasinstrumentenbauer,1950,4.0
Agrarwissenschaftler,1950,1197.0
Redakteur,1950,2735.0
Kagyüpa,1950,1.0
Konservator,1950,275.0
Staatssekretär,1950,64.0
Dissident,1950,28.0
Marineoffizier,1950,43.0
Vermessungsingenieur,1950,71.0
Geschäftsführer,1950,769.0
Vizekanzler,1950,3.0
Geschichte,1950,2282.0
Schlosser,1950,69.0
Magier,1950,30.0
Kunstkritiker,1950,503.0
Antiquar,1950,126.0
Musikalienhändler,1950,4.0
Mathematik,1950,658.0
Feuerwerker,1950,5.0
Entomologe,1950,167.0
Zitherspielerin,1950,2.0
Bergmann,1950,16.0
Archäologie,1950,200.0
Karmapa,1950,2.0
Geisteswissenschaftler,1950,213.0
Kapellmeister,1950,31.0
Schulleiter,1950,204.0
Numismatiker,1950,144.0
Domprediger,1950,3.0
Protestant,1950,4.0
Messerschmied,1950,2.0
Konsistorialrat,1950,2.0
Regierungsrat,1950,27.0
Geigenbauer,1950,25.0
Bauingenieur,1950,1551.0
Generalleutnant,1950,38.0
Student,1950,368.0
Kirchenrat,1950,7.0
Präsident,1950,23.0
Apothekerin,1950,1952.0
Musikverleger,1950,75.0
Dolmetscher,1950,120.0
Generaloberst,1950,5.0
Hexe,1950,5.0
Heraldiker,1950,20.0
Militärschriftsteller,1950,6.0
Konrektor,1950,8.0
Lautenbauer,1950,2.0
Klassische Philologie,1950,117.0
Geiger,1950,649.0
Gutsherrin,1950,1.0
Gastwirtin,1950,36.0
Glaser,1950,9.0
Bergingenieur,1950,58.0
Oberstleutnant,1950,66.0
Theologiestudent,1950,3.0
Altertumswissenschaftler,1950,126.0
Römisches Recht,1950,3.0
Militärgeistlicher,1950,11.0
Konstrukteur,1950,25.0
Posaunist,1950,203.0
Literaturkritiker,1950,716.0
Verlegerin,1950,426.0
Topograf,1950,3.0
Seelsorger,1950,142.0
Fischer,1950,10.0
Schulinspektor,1950,7.0
Pfarrersfrau,1950,4.0
Trompeter,1950,373.0
Papiermacherin,1950,1.0
Emblem,1950,1.0
Justizbeamter,1950,9.0
Militärarzt,1950,69.0
Juwelier,1950,16.0
Gärtner,1950,134.0
Okkultist,1950,3.0
Maschinenbaumechaniker,1950,158.0
Ethiker,1950,47.0
Instrumentalmusiker,1950,51.0
Ministerialbeamter,1950,36.0
Erzähler,1950,518.0
Epigraphik,1950,3.0
Finanzmakler,1950,7.0
Islam,1950,18.0
Hispanist,1950,275.0
Katechet,1950,7.0
Direktor,1950,155.0
Hafner,1950,1.0
Matrose,1950,9.0
Pianist,1950,2588.0
Generalsekretär,1950,24.0
Literarhistoriker,1950,201.0
Generalstaatsanwalt,1950,13.0
Tiermaler,1950,5.0
Klöpplerin,1950,2.0
Politikberatung,1950,3.0
Textilkünstlerin,1950,200.0
Wirt,1950,4.0
Meteorologe,1950,271.0
Feinmechaniker,1950,20.0
Hausmeister,1950,12.0
Bühnenbildner,1950,306.0
Patristiker,1950,31.0
Spion,1950,21.0
Klassische Archäologie,1950,152.0
Exorzist,1950,1.0
Essayist,1950,499.0
Hebamme,1950,138.0
Amateur,1950,1.0
Kunstsammlerin,1950,118.0
Markscheider,1950,5.0
Porzellanmaler,1950,9.0
Spiritualismus,1950,2.0
Puppenspieler,1950,70.0
Gemeinderat,1950,8.0
Flötistin,1950,179.0
Zinkenist,1950,1.0
Kommunist,1950,13.0
Byzantinist,1950,99.0
Buchkünstler,1950,52.0
Mentor,1950,7.0
Rhetorik,1950,27.0
Geodät,1950,109.0
Küchenmeister,1950,21.0
Kellermeister,1950,4.0
Tenor,1950,554.0
Handwerksmeisterin,1950,2.0
Müller,1950,3.0
Weibliche Gelehrte,1950,1.0
Gründer,1950,3.0
Schiffer,1950,1.0
Bäckerin,1950,16.0
Amtsrichter,1950,2.0
Handwerkerin,1950,2.0
Akrobat,1950,4.0
Außenminister,1950,31.0
Edelsteingraveur,1950,1.0
Kurator,1950,1247.0
Geschäftsfrau,1950,46.0
Pietist,1950,1.0
Presbyterianer,1950,2.0
Bibliotheksdirektor,1950,76.0
Leutnant,1950,8.0
Geschäftsmann,1950,96.0
Augenarzt,1950,247.0
Klavier- und Cembalobauer,1950,14.0
Mathematiklehrer,1950,88.0
Jäger,1950,49.0
Techniker,1950,130.0
Religiöse Persönlichkeit,1950,6.0
Artist,1950,21.0
Medizinstudent,1950,3.0
Kornettist,1950,2.0
Färber,1950,3.0
Hochzeitsbitter,1950,1.0
Jurastudent,1950,4.0
Ordensleute,1950,5.0
Attentäter,1950,6.0
Blechblasinstrumentenbauer,1950,5.0
Schüler,1950,56.0
Zollbeamter,1950,18.0
Blasinstrumentenbauer,1950,1.0
Mennonit,1950,1.0
Librettist,1950,141.0
Dramaturg,1950,756.0
Major,1950,32.0
Arabist,1950,178.0
Titularbischof,1950,1.0
Buchhändlerin,1950,334.0
Militärbeamter,1950,3.0
Erzpriester,1950,9.0
Privatlehrer,1950,2.0
Drechsler,1950,12.0
Kirchenpfleger,1950,3.0
Schiffbauer,1950,6.0
Prorektor,1950,11.0
Lutherischer Theologe,1950,4.0
Handwerksmeister,1950,30.0
Erzieherin,1950,602.0
Dekorateur,1950,14.0
Geselle,1950,1.0
Parlamentspräsident,1950,1.0
Schausteller,1950,2.0
Sattler,1950,1.0
Graveurin,1950,6.0
Religion,1950,28.0
Sopranistin,1950,767.0
Kalligraphin,1950,37.0
Fagottist,1950,108.0
Volkswirt,1950,1921.0
Sprachlehrer,1950,71.0
Versteigerer,1950,12.0
Marinemaler,1950,2.0
Missionarin,1950,19.0
Philosophiestudent,1950,1.0
Kritiker,1950,188.0
Winzer,1950,72.0
Oberlehrer,1950,2.0
Generalmajor,1950,33.0
Oberin,1950,4.0
Recht,1950,28.0
Glasmalerei,1950,3.0
Schuldekan,1950,4.0
Laientheologe,1950,1.0
Freiwilliger,1950,4.0
Mingdynastie,1950,1.0
Bhikkuni,1950,6.0
Akademiker,1950,7.0
Heiler,1950,45.0
Gambist,1950,21.0
Anglist,1950,2175.0
Korrespondent,1950,233.0
Hufschmied,1950,3.0
Countertenor,1950,71.0
Harfenistin,1950,77.0
Politischer Agent,1950,2.0
Zeichnerin,1950,906.0
Druckgrafiker,1950,36.0
Chorsänger,1950,7.0
Lord,1950,1.0
Pfeifenmacher,1950,1.0
Hirtin,1950,3.0
Oberleutnant,1950,7.0
Geologin,1950,443.0
Weibliche Reisende,1950,4.0
Betrüger,1950,4.0
Militärberater,1950,2.0
Vizepräsident,1950,15.0
Geheimagent,1950,27.0
Ordentlicher Professor,1950,7.0
Mathematikstudent,1950,1.0
Hautarzt,1950,174.0
Kindermädchen,1950,4.0
Pazifist,1950,5.0
Prostituierte,1950,12.0
Landschaftsarchitekt,1950,246.0
Musikant,1950,3.0
Doktorgrad,1950,43.0
Spanischlehrer,1950,8.0
Biowissenschaftler,1950,139.0
Landschaftsgärtner,1950,50.0
Alchemistin,1950,1.0
Gartenarchitekt,1950,20.0
Philosophie,1950,2783.0
Astronomin,1950,45.0
Testamentsvollstrecker,1950,1.0
Artillerist,1950,1.0
Weibliche Kriminelle,1950,5.0
Augenoptiker,1950,31.0
Guru,1950,9.0
Binnenschiffer,1950,2.0
Baptist,1950,14.0
Vizeadmiral,1950,1.0
Musikdirektor,1950,12.0
Museumsdirektor,1950,314.0
Dramatikerin,1950,349.0
Sozialarbeiter,1950,471.0
Handschrift,1950,4.0
Katholik,1950,2.0
Konfuzianismus,1950,7.0
Ballettmeister,1950,19.0
Ebenist,1950,2.0
Späher,1950,1.0
Önologe,1950,15.0
Wasserwirtschaft,1950,23.0
Theatermaler,1950,7.0
Reise,1950,9.0
Möbeltischler,1950,12.0
Handelsvertreter,1950,16.0
Leibwächter,1950,6.0
Aquarellmaler,1950,13.0
Jongleur,1950,7.0
Staatsrechtslehrer,1950,4.0
Mutter,1950,2.0
Tochter,1950,1.0
Verwaltungsjurist,1950,28.0
Kaufmännischer Angestellter,1950,43.0
Juden,1950,2.0
Regierungspräsident,1950,12.0
Intendant,1950,4.0
Sinologe,1950,653.0
Staatsminister,1950,16.0
Ortsvorsteher,1950,18.0
Harfenist,1950,31.0
Sopranist,1950,8.0
Badearzt,1950,1.0
Gitarrist,1950,1873.0
Germanist,1950,2330.0
Legationsrat,1950,1.0
Bassist,1950,370.0
Carillon,1950,2.0
Näherin,1950,5.0
Impresario,1950,1.0
Regierungsmitglied,1950,1.0
Halle,1950,4.0
Theaterintendant,1950,156.0
Go,1950,3.0
Kind,1950,3.0
Privatdozent,1950,323.0
Jugend,1950,3.0
Vizegouverneur,1950,3.0
Pathologe,1950,108.0
Rechtspfleger,1950,15.0
Regierungsdirektor,1950,23.0
Kunsthändlerin,1950,28.0
Philosophin,1950,1793.0
Dienstbotin,1950,1.0
Weberin,1950,24.0
Heilpraktiker,1950,347.0
Ziseleur,1950,1.0
Zen-Buddhismus,1950,1.0
Humorist,1950,52.0
Operateur,1950,2.0
Gymnasiast,1950,5.0
Forstwirt,1950,187.0
Violinlehrer,1950,7.0
Prosaistin,1950,245.0
Aktivist,1950,149.0
Oboist,1950,129.0
Wilderer,1950,1.0
Krippenschnitzer,1950,3.0
Fischhändler,1950,2.0
Vorstand,1950,10.0
Sopran,1950,20.0
Cembalo,1950,15.0
Kleinkind,1950,2.0
Kommunalbeamter,1950,13.0
Kunsthandwerk,1950,7.0
Katholische Theologie,1950,230.0
Fälscher,1950,1.0
Medailleurin,1950,4.0
Virtuose,1950,1.0
Klempner,1950,9.0
Demograph,1950,58.0
Evangelische Theologin,1950,255.0
Hutmacher,1950,3.0
Epigraphiker,1950,14.0
Politik,1950,226.0
Sachbuchautor,1950,888.0
Zoologin,1950,93.0
Partisan,1950,4.0
Evangelische Kirche,1950,2.0
Laienmusiker,1950,1.0
Zeitungsverleger,1950,12.0
Schneiderin,1950,52.0
Militärbau,1950,1.0
Schütze,1950,3.0
Shingon-Schule,1950,1.0
Stillleben,1950,1.0
Nachtwächter,1950,3.0
Kunstagent,1950,1.0
Heilerin,1950,51.0
Elektrotechnik,1950,514.0
Pomologe,1950,1.0
Theaterdirektor,1950,64.0
Glasbläser,1950,12.0
Staatswissenschaftler,1950,63.0
Editor,1950,33.0
Stabsoffizier,1950,8.0
Violoncellist,1950,478.0
Diplomatin,1950,76.0
Feministin,1950,106.0
Briefträger,1950,7.0
Librettistin,1950,37.0
Antitrinitarismus,1950,1.0
Wahrsagerin,1950,3.0
Christ,1950,1.0
Polygraf,1950,2.0
Schaffner,1950,2.0
Händlerin,1950,1.0
Generaldirektor,1950,12.0
Protestantin,1950,1.0
Dieb,1950,1.0
Figurentheater,1950,5.0
Historikerin,1950,8810.0
Stadtplaner,1950,298.0
Hochstapler,1950,4.0
Architektin,1950,2139.0
Einwanderer,1950,1.0
Domkustos,1950,1.0
Krankenschwester,1950,843.0
Portier,1950,1.0
Antiquitätenhändler,1950,19.0
Laienprediger,1950,1.0
Tulku,1950,1.0
Beamtin,1950,61.0
Referent,1950,158.0
Predigerin,1950,13.0
Kantorin,1950,28.0
Kontrabassist,1950,285.0
Keramik,1950,12.0
Theater,1950,21.0
Justiziar,1950,50.0
Informant,1950,2.0
Kosaken,1950,1.0
Orgel,1950,50.0
Verlag,1950,2.0
Soldatin,1950,30.0
Feldwebel,1950,2.0
Warlord,1950,3.0
Auswanderer,1950,1.0
Dramaturgin,1950,480.0
Gehörloser,1950,1.0
Kellner,1950,16.0
Ornithologe,1950,193.0
Kandidat,1950,1.0
Forstwissenschaftler,1950,324.0
Medium,1950,63.0
Entomologin,1950,9.0
Spediteur,1950,7.0
Vollzugsbediensteter,1950,3.0
Schaustellerin,1950,1.0
Kunstschmied,1950,57.0
Opernsängerin,1950,138.0
Steuermann,1950,3.0
Geschichtsstudent,1950,2.0
Imker,1950,19.0
Konzertmeister,1950,23.0
Freimaurer,1950,10.0
Adjutant,1950,1.0
Erbprinz,1950,2.0
Heimatkundler,1950,994.0
Choreograf,1950,383.0
Mörder,1950,10.0
Paläontologe,1950,199.0
Grafikerin,1950,1833.0
Kaufmännischer Beruf,1950,1.0
Slawist,1950,420.0
Kammermusiker,1950,13.0
Schäfer,1950,7.0
Feinoptiker,1950,2.0
Konditor,1950,49.0
Physik,1950,811.0
Verbrechensopfer,1950,15.0
Prähistoriker,1950,158.0
Pferdewirt,1950,1.0
Radiererin,1950,5.0
Kunsthistorikerin,1950,6324.0
Paukist,1950,7.0
Ikonenmaler,1950,14.0
Paläograf,1950,34.0
Pietismus,1950,1.0
Reiter,1950,20.0
Mathematikerin,1950,1405.0
Theaterproduzent,1950,21.0
Drogist,1950,9.0
Schulrat,1950,6.0
Marionettenspieler,1950,9.0
Diplomatiker,1950,4.0
Kunsterzieher,1950,196.0
Museumsleiter,1950,277.0
Geisteswissenschaften,1950,24.0
Illustratorin,1950,4342.0
Tischlerin,1950,41.0
Gartenbau,1950,23.0
Kunst,1950,415.0
Schreiberin,1950,3.0
Harfenbauer,1950,1.0
Lithograf,1950,35.0
Obmann,1950,1.0
Sammlerin,1950,8.0
Flüchtling,1950,8.0
Poeta creator,1950,2.0
Innenminister,1950,16.0
Heilkundiger,1950,1.0
Infanterist,1950,2.0
Numismatik,1950,11.0
Bratschist,1950,134.0
Hirt,1950,5.0
Indologe,1950,193.0
Englischlehrer,1950,82.0
Mezzosopranistin,1950,232.0
